SecurityID,NetworkID,NetworkContractAddress,UniqueResolvers,VaultsWithActiveResolvers,PercentWithActiveResolvers,VaultsWithZeroAddress,PercentWithZeroAddress
Ditto Network_security,Ditto Network,0x8560C667Ae72F28D09465B342A480daB28821f6b,0,0,0.0,19,100.0
